"Mass","formula","HC","OC"
325.0667413,"C15H19O4S1P1",1.27,0.27
325.066999,"C15H19O4S1P1",1.27,0.27
325.0677403,"C13H14O8N2",1.08,0.62
325.0702645,"C12H23O4S2P1",1.92,0.33
325.0707264,"C12H15O5N4P1",1.25,0.42
325.0717474,"C18H14O6",0.78,0.33
325.0726127,"C19H18O1S2",0.95,0.05
325.0731481,"C19H10O2N4",0.53,0.11
325.0752368,"C15H18O6S1",1.2,0.4
325.0774996,"C11H18O11",1.64,1
325.0781471,"C14H19O3N2S1P1",1.36,0.21
325.0786485,"C22H15O1P1",0.68,0.05
325.0823631,"C9H18O7N4S1",2,0.78
325.0917254,"C9H19O7N4P1",2.11,0.78
325.0928689,"C15H18O8",1.2,0.53
325.0943121,"C16H14O4N4",0.88,0.25
325.1068066,"C13H27O3S2P1",2.08,0.23
325.1080704,"C19H18O5",0.95,0.26
325.1262466,"C12H26O4N2S2",2.17,0.33
325.1281144,"C10H23O6N4P1",2.3,0.6
325.1283549,"C10H23O6N4P1",2.3,0.6
325.129281,"C16H22O7",1.38,0.44
325.1445254,"C20H22O4",1.1,0.2
325.1479101,"C17H26O4S1",1.53,0.24
325.1646722,"C11H27O5N4P1",2.45,0.45
325.1656435,"C17H26O6",1.53,0.35
325.1784542,"C14H31O6P1",2.21,0.43
325.1803146,"C13H30O5N2S1",2.31,0.38
325.1808642,"C21H26O3",1.24,0.14
325.184267,"C18H30O3S1",1.67,0.17
325.1882331,"C15H26O4N4",1.73,0.27
325.2020537,"C18H30O5",1.67,0.28
326.0517213,"C13H13O9N1",1,0.69
326.088124,"C14H17O8N1",1.21,0.57
326.0953195,"C8H17O9N5",2.12,1.12
326.1245154,"C15H21O7N1",1.4,0.47
326.1721488,"C15H25O5N3",1.67,0.33
326.1892091,"C17H30O3N1P1",1.76,0.18
326.2085109,"C16H29O4N3",1.81,0.25
327.0032096,"C12H13O3N2S2P1",1.08,0.25
327.0135425,"C10H9O7N4P1",0.9,0.7
327.0146238,"C16H8O8",0.5,0.5
327.0347182,"C18H8O1N4S1",0.44,0.06
327.0357695,"C13H12O10",0.92,0.77
327.0498906,"C11H13O6N4P1",1.18,0.55
327.0510721,"C17H12O7",0.71,0.41
327.0640698,"C14H17O7P1",1.21,0.5
327.0710644,"C8H17O8N4P1",2.12,1
327.0721869,"C14H16O9",1.14,0.64
327.0874145,"C18H16O6",0.89,0.33
327.088173,"C19H20O1S2",1.05,0.05
327.1074837,"C9H21O7N4P1",2.33,0.78
327.1085305,"C15H20O8",1.33,0.53
327.1238151,"C19H20O5",1.05,0.26
327.1437948,"C10H25O6N4P1",2.5,0.6
327.1439833,"C10H25O6N4P1",2.5,0.6
327.144944,"C16H24O7",1.5,0.44
327.1601405,"C20H24O4",1.2,0.2
327.1635232,"C17H28O4S1",1.65,0.24
327.1674466,"C14H24O5N4",1.71,0.36
327.1787992,"C21H28O1S1",1.33,0.05
327.1813364,"C17H28O6",1.65,0.35
327.1885455,"C11H28O7N4",2.55,0.64
327.1966765,"C21H28O3",1.33,0.14
327.2177133,"C18H32O5",1.78,0.28
327.2541101,"C19H36O4",1.89,0.21
327.9993056,"C19H8O1N1S1P1",0.42,0.05
328.0839622,"C18H11O2N5",0.61,0.11
328.1038125,"C14H19O8N1",1.36,0.57
328.1106695,"C18H20O3N1P1",1.11,0.17
328.1513894,"C14H23O6N3",1.64,0.43
328.183431,"C20H28O1N1P1",1.4,0.05
328.1877893,"C15H27O5N3",1.8,0.33
328.2241905,"C16H31O4N3",1.94,0.25
328.2493172,"C18H35O4N1",1.94,0.22
328.2494866,"C18H35O4N1",1.94,0.22
328.9795197,"C12H10O7S2",0.83,0.58
328.9939453,"C15H6O9",0.4,0.6
329.0150059,"C12H10O11",0.83,0.92
329.0292709,"C10H11O7N4P1",1.1,0.7
329.0302635,"C16H10O8",0.62,0.5
329.0502051,"C18H10O1N4S1",0.56,0.06
329.0514024,"C13H14O10",1.08,0.77
329.0651777,"C11H23O5S2P1",2.09,0.45
329.0656834,"C11H15O6N4P1",1.36,0.55
329.0666816,"C17H14O7",0.82,0.41
329.0795908,"C14H19O7P1",1.36,0.5
329.0867478,"C8H19O8N4P1",2.38,1
329.0878089,"C14H18O9",1.29,0.64
329.1015856,"C12H27O4S2P1",2.25,0.33
329.1030404,"C18H18O6",1,0.33
329.1065077,"C15H22O6S1",1.47,0.4
329.1231823,"C9H23O7N4P1",2.56,0.78
329.1241733,"C15H22O8",1.47,0.53
329.1394491,"C19H22O5",1.16,0.26
329.1594096,"C10H27O6N4P1",2.7,0.6
329.1605831,"C16H26O7",1.62,0.44
329.1718341,"C15H26O6N2",1.73,0.4
329.1747894,"C14H27O3N4P1",1.93,0.21
329.1758066,"C20H26O4",1.3,0.2
329.1759861,"C20H26O4",1.3,0.2
329.1830338,"C14H26O5N4",1.86,0.36
329.1969299,"C17H30O6",1.76,0.35
329.2333524,"C18H34O5",1.89,0.28
330.0618713,"C16H13O7N1",0.81,0.44
330.070641,"C19H13O1N3S1",0.68,0.05
330.0983603,"C17H17O6N1",1,0.35
330.1202958,"C15H25O3N1S2",1.67,0.2
330.1306468,"C13H21O7N3",1.62,0.54
330.1558534,"C15H25O7N1",1.67,0.47
330.1670316,"C14H25O6N3",1.79,0.43
330.2034288,"C15H29O5N3",1.93,0.33
331.0085829,"C9H9O8N4P1",1,0.89
331.0095351,"C15H8O9",0.53,0.6
331.0097029,"C15H8O9",0.53,0.6
331.0306586,"C12H12O11",1,0.92
331.0449149,"C10H13O7N4P1",1.3,0.7
331.0459379,"C16H12O8",0.75,0.5
331.0467664,"C17H16O3S2",0.94,0.18
331.0660282,"C18H12O1N4S1",0.67,0.06
331.0670863,"C13H16O10",1.23,0.77
331.0813407,"C9H20O9N2S1",2.22,1
331.0823427,"C17H16O7",0.94,0.41
331.0934576,"C16H16O6N2",1,0.38
331.093692,"C16H16O6N2",1,0.38
331.102393,"C8H21O8N4P1",2.62,1
331.1034529,"C14H20O9",1.43,0.64
331.1176292,"C12H21O5N4P1",1.75,0.42
331.1187111,"C18H20O6",1.11,0.33
331.1221078,"C15H24O6S1",1.6,0.4
331.1387993,"C9H25O7N4P1",2.78,0.78
331.1398804,"C15H24O8",1.6,0.53
331.1539463,"C13H25O4N4P1",1.92,0.31
331.1551367,"C19H24O5",1.26,0.26
331.1623404,"C13H24O6N4",1.85,0.46
331.176228,"C16H28O7",1.75,0.44
331.1914876,"C20H28O4",1.4,0.2
331.212653,"C17H32O6",1.88,0.35
332.0411634,"C15H11O8N1",0.73,0.53
332.0775638,"C16H15O7N1",0.94,0.44
332.1139232,"C17H19O6N1",1.12,0.35
332.1462924,"C13H23O7N3",1.77,0.54
332.1826846,"C14H27O6N3",1.93,0.43
332.9887952,"C14H6O10",0.43,0.71
333.0241757,"C9H11O8N4P1",1.22,0.89
333.0252381,"C15H10O9",0.67,0.6
333.0463465,"C12H14O11",1.17,0.92
333.0606994,"C10H15O7N4P1",1.5,0.7
333.0615724,"C16H14O8",0.88,0.5
333.0649574,"C13H18O8S1",1.38,0.62
333.0728982,"C15H14O7N2",0.93,0.47
333.0827515,"C13H18O10",1.38,0.77
333.096869,"C11H19O6N4P1",1.73,0.55
333.0980036,"C17H18O7",1.06,0.41
333.1013643,"C14H22O7S1",1.57,0.5
333.1092453,"C16H18O6N2",1.12,0.38
333.1099264,"C17H22O1N2S2",1.29,0.06
333.1110261,"C14H23O7P1",1.64,0.5
333.1191107,"C14H22O9",1.57,0.64
333.1238697,"C12H22O5N4S1",1.83,0.42
333.1261442,"C18H23O4P1",1.28,0.22
333.1331802,"C12H23O5N4P1",1.92,0.42
333.1343296,"C18H22O6",1.22,0.33
333.1456569,"C17H22O5N2",1.29,0.29
333.1555179,"C15H26O8",1.73,0.53
333.1695915,"C13H27O4N4P1",2.08,0.31
333.1707718,"C19H26O5",1.37,0.26
333.1917777,"C16H30O7",1.88,0.44
333.1919979,"C16H30O7",1.88,0.44
333.2071142,"C20H30O4",1.5,0.2
334.0568258,"C15H13O8N1",0.87,0.53
334.056999,"C15H13O8N1",0.87,0.53
334.0932405,"C16H17O7N1",1.06,0.44
334.1296818,"C17H21O6N1",1.24,0.35
334.1441917,"C13H25O5N3S1",1.92,0.38
334.1772675,"C17H25O4N3",1.47,0.24
335.0044884,"C14H8O10",0.57,0.71
335.0392262,"C9H21O7S2P1",2.33,0.78
335.0394483,"C9H21O7S2P1",2.33,0.78
335.0397327,"C9H13O8N4P1",1.44,0.89
335.0399469,"C9H13O8N4P1",1.44,0.89
335.0408362,"C15H12O9",0.8,0.6
335.0476039,"C9H20O9S2",2.22,1
335.0562416,"C19H12O6",0.63,0.32
335.0762626,"C10H17O7N4P1",1.7,0.7
335.0772665,"C16H16O8",1,0.5
335.0884658,"C15H16O7N2",1.07,0.47
335.0902948,"C13H21O8P1",1.62,0.62
335.0925244,"C20H16O5",0.8,0.25
335.1135924,"C17H20O7",1.18,0.41
335.1146432,"C18H24O2S2",1.33,0.11
335.1266316,"C14H25O7P1",1.79,0.5
335.1489313,"C12H25O5N4P1",2.08,0.42
335.1500423,"C18H24O6",1.33,0.33
335.1854802,"C13H29O4N4P1",2.23,0.31
335.1863595,"C19H28O5",1.47,0.26
335.1897287,"C16H32O5S1",2,0.31
335.2227956,"C20H32O4",1.6,0.2
335.2262454,"C17H36O4S1",2.12,0.24
336.0361423,"C14H11O9N1",0.79,0.64
336.0724833,"C15H15O8N1",1,0.53
336.1089103,"C16H19O7N1",1.19,0.44
336.1453225,"C17H23O6N1",1.35,0.35
336.1564961,"C16H23O5N3",1.44,0.31
336.158178,"C14H28O6N1P1",2,0.43
337.0187552,"C8H19O8S2P1",2.38,1
337.0190616,"C8H11O9N4P1",1.38,1.12
337.0201293,"C14H10O10",0.71,0.71
337.0353219,"C18H10O7",0.56,0.39
337.0354971,"C18H10O7",0.56,0.39
337.0456842,"C19H15O2S1P1",0.79,0.11
337.0564946,"C15H14O9",0.93,0.6
337.0677792,"C14H14O8N2",1,0.57
337.0718188,"C19H14O6",0.74,0.32
337.0823391,"C10H18O7N4S1",1.8,0.7
337.0918686,"C10H19O7N4P1",1.9,0.7
337.0929259,"C16H18O8",1.12,0.5
337.1041342,"C15H18O7N2",1.2,0.47
337.1059354,"C13H23O8P1",1.77,0.62
337.107149,"C14H19O4N4P1",1.36,0.29
337.1082133,"C20H18O5",0.9,0.25
337.1187678,"C11H22O6N4S1",2,0.55
337.1209033,"C17H23O5P1",1.35,0.29
337.1267446,"C21H22O2S1",1.05,0.1
337.1292578,"C17H22O7",1.29,0.41
337.1445133,"C21H22O4",1.05,0.19
337.1446849,"C21H22O4",1.05,0.19
337.1626664,"C14H30O3N2S2",2.14,0.21
337.1644724,"C12H27O5N4P1",2.25,0.42
337.1657184,"C18H26O6",1.44,0.33
337.1690904,"C15H30O6S1",2,0.4
337.1843149,"C19H30O3S1",1.58,0.16
337.2020297,"C19H30O5",1.58,0.26
337.2022013,"C19H30O5",1.58,0.26
337.2032882,"C20H26O1N4",1.3,0.05
337.2054036,"C16H34O5S1",2.12,0.31
338.0518155,"C14H13O9N1",0.93,0.64
338.0881099,"C15H17O8N1",1.13,0.53
338.0946601,"C11H22O5N3S1P1",2,0.45
338.0950085,"C19H18O3N1P1",0.95,0.16
338.124449,"C16H21O7N1",1.31,0.44
338.1246676,"C16H21O7N1",1.31,0.44
338.1314433,"C20H22O2N1P1",1.1,0.1
338.1316525,"C20H22O2N1P1",1.1,0.1
338.1356521,"C15H21O6N3",1.4,0.4
338.1461973,"C16H26O1N3S1P1",1.62,0.06
338.9993963,"C13H8O11",0.62,0.85
339.0146829,"C17H8O8",0.47,0.47
339.0252,"C8H12O9N4S1",1.5,1.12
339.034488,"C19H8O1N4S1",0.42,0.05
339.0347424,"C8H13O9N4P1",1.62,1.12
339.0357977,"C14H12O10",0.86,0.71
339.0510966,"C18H12O7",0.67,0.39
339.059675,"C21H12O1N2S1",0.57,0.05
339.061652,"C9H16O8N4S1",1.78,0.89
339.0680337,"C10H16O11N2",1.6,1.1
339.0691477,"C21H13O1N2P1",0.62,0.05
339.0712671,"C9H17O8N4P1",1.89,0.89
339.0721947,"C15H16O9",1.07,0.6
339.0834153,"C14H16O8N2",1.14,0.57
339.0852023,"C12H21O9P1",1.75,0.75
339.0874135,"C19H16O6",0.84,0.32
339.1053705,"C12H24O5N2S2",2,0.42
339.1061231,"C20H20O3S1",1,0.15
339.1085539,"C16H20O8",1.25,0.5
339.1197663,"C15H20O7N2",1.33,0.47
339.1238455,"C20H20O5",1,0.25
339.1438731,"C11H25O6N4P1",2.27,0.55
339.1449818,"C17H24O7",1.41,0.41
339.1602382,"C21H24O4",1.14,0.19
339.163526,"C18H28O4S1",1.56,0.22
339.1660398,"C14H28O9",2,0.64
339.1802466,"C12H29O5N4P1",2.42,0.42
339.1813046,"C18H28O6",1.56,0.33
339.1925625,"C17H28O5N2",1.65,0.29
339.1956962,"C16H29O2N4P1",1.81,0.12
339.1965275,"C22H28O3",1.27,0.14
339.1999594,"C19H32O3S1",1.68,0.16
339.2177467,"C19H32O5",1.68,0.26
339.2539576,"C20H36O4",1.8,0.2
340.0463058,"C17H11O7N1",0.65,0.41
340.067418,"C14H15O9N1",1.07,0.64
340.1037741,"C15H19O8N1",1.27,0.53
340.1106558,"C19H20O3N1P1",1.05,0.16
340.1401698,"C16H23O7N1",1.44,0.44
340.187795,"C16H27O5N3",1.69,0.31
340.2241756,"C17H31O4N3",1.82,0.24
340.2493604,"C19H35O4N1",1.84,0.21
340.9939297,"C16H6O9",0.38,0.56
341.0150359,"C13H10O11",0.77,0.85
341.0303126,"C17H10O8",0.59,0.47
341.040932,"C8H14O9N4S1",1.75,1.12
341.0502565,"C19H10O1N4S1",0.53,0.05
341.0504916,"C8H15O9N4P1",1.88,1.12
341.0514582,"C14H14O10",1,0.71
341.0526433,"C15H10O6N4",0.67,0.4
341.0656317,"C12H15O6N4P1",1.25,0.5
341.0667166,"C18H14O7",0.78,0.39
341.0773019,"C9H18O8N4S1",2,0.89
341.0878165,"C15H18O9",1.2,0.6
341.1018979,"C13H27O4S2P1",2.08,0.31
341.1030571,"C19H18O6",0.95,0.32
341.1229944,"C10H23O7N4P1",2.3,0.7
341.123221,"C10H23O7N4P1",2.3,0.7
341.1242059,"C16H22O8",1.38,0.5
341.1383554,"C14H23O4N4P1",1.64,0.29
341.1394831,"C20H22O5",1.1,0.25
341.1428859,"C17H26O5S1",1.53,0.29
341.1595295,"C11H27O6N4P1",2.45,0.55
341.1606051,"C17H26O7",1.53,0.41
341.1757715,"C21H26O4",1.24,0.19
341.1791717,"C18H30O4S1",1.67,0.22
341.1793583,"C18H30O4S1",1.67,0.22
341.1830502,"C15H26O5N4",1.73,0.33
341.1969683,"C18H30O6",1.67,0.33
341.2082624,"C17H30O5N2",1.76,0.29
341.2334181,"C19H34O5",1.79,0.26
341.2696697,"C20H38O4",1.9,0.2
342.0619997,"C17H13O7N1",0.76,0.41
342.0830445,"C14H17O9N1",1.21,0.64
342.0900267,"C18H18O4N1P1",1,0.22
342.1194743,"C15H21O8N1",1.4,0.53
342.1259276,"C11H26O5N3S1P1",2.36,0.45
342.167044,"C15H25O6N3",1.67,0.4
342.2286742,"C18H33O5N1",1.83,0.28
342.2398532,"C17H33O4N3",1.94,0.24
342.9951828,"C13H12O7S2",0.92,0.54
343.0095833,"C16H8O9",0.5,0.56
343.0306936,"C13H12O11",0.92,0.85
343.044436,"C11H21O6S2P1",1.91,0.55
343.0449362,"C9H16O10N2S1",1.78,1.11
343.0459432,"C17H12O8",0.71,0.47
343.0474068,"C18H8O4N4",0.44,0.22
343.0565873,"C8H16O9N4S1",2,1.12
343.0657864,"C19H12O1N4S1",0.63,0.05
343.0670912,"C14H16O10",1.14,0.71
343.0808178,"C12H25O5S2P1",2.08,0.42
343.0812275,"C12H17O6N4P1",1.42,0.5
343.082354,"C18H16O7",0.89,0.39
343.085752,"C15H20O7S1",1.33,0.47
343.1024507,"C9H21O8N4P1",2.33,0.89
343.1034795,"C15H20O9",1.33,0.6
343.1173207,"C13H29O4S2P1",2.23,0.31
343.1187262,"C19H20O6",1.05,0.32
343.1194341,"C20H24O1S2",1.2,0.05
343.138705,"C10H25O7N4P1",2.5,0.7
343.1398456,"C16H24O8",1.5,0.5
343.1539251,"C14H25O4N4P1",1.79,0.29
343.1551131,"C20H24O5",1.2,0.25
343.16236,"C14H24O6N4",1.71,0.43
343.1750855,"C11H29O6N4P1",2.64,0.55
343.1762587,"C17H28O7",1.65,0.41
343.1873687,"C16H28O6N2",1.75,0.38
343.191499,"C21H28O4",1.33,0.19
343.1986894,"C15H28O5N4",1.87,0.33
343.2126249,"C18H32O6",1.78,0.33
343.2277958,"C22H32O3",1.45,0.14
343.2489965,"C19H36O5",1.89,0.26
344.0115173,"C9H15O9N1S2",1.67,1
344.0413126,"C16H11O8N1",0.69,0.5
344.0775587,"C17H15O7N1",0.88,0.41
344.0807078,"C16H16O4N3P1",1,0.25
344.0987863,"C14H19O9N1",1.36,0.64
344.1351358,"C15H23O8N1",1.53,0.53
344.1358726,"C16H27O3N1S2",1.69,0.19
344.1463301,"C14H23O7N3",1.64,0.5
344.1827448,"C15H27O6N3",1.8,0.4
344.2182603,"C18H36O1N1S1P1",2,0.06
344.2191015,"C16H31O5N3",1.94,0.31
344.2441603,"C18H35O5N1",1.94,0.28
344.9889191,"C15H6O10",0.4,0.67
345.0236365,"C10H19O7S2P1",1.9,0.7
345.0242999,"C10H11O8N4P1",1.1,0.8
345.025213,"C16H10O9",0.62,0.56
345.0379948,"C24H10O1S1",0.42,0.04
345.0450342,"C18H10O2N4S1",0.56,0.11
345.0463204,"C13H14O11",1.08,0.85
345.0592203,"C10H19O11P1",1.9,1.1
345.0600835,"C11H23O6S2P1",2.09,0.55
345.0604244,"C11H15O7N4P1",1.36,0.64
345.0616192,"C17H14O8",0.82,0.47
345.0650178,"C14H18O8S1",1.29,0.57
345.0729337,"C16H14O7N2",0.88,0.44
345.0814204,"C19H14O1N4S1",0.74,0.05
345.0816748,"C8H19O9N4P1",2.38,1.12
345.0827774,"C14H18O10",1.29,0.71
345.0963859,"C12H27O5S2P1",2.25,0.42
345.0968638,"C12H19O6N4P1",1.58,0.5
345.0980081,"C18H18O7",1,0.39
345.1013962,"C15H22O7S1",1.47,0.47
345.1092292,"C17H18O6N2",1.06,0.35
345.1164547,"C19H22O4S1",1.16,0.21
345.1179444,"C9H23O8N4P1",2.56,0.89
345.1190963,"C15H22O9",1.47,0.6
345.1303802,"C14H22O8N2",1.57,0.57
345.1334654,"C11H26O8N2S1",2.36,0.73
345.1343526,"C19H22O6",1.16,0.32
345.1555362,"C16H26O8",1.62,0.5
345.1696158,"C14H27O4N4P1",1.93,0.29
345.170792,"C20H26O5",1.3,0.25
345.1771128,"C16H31O2N2S1P1",1.94,0.12
345.1779614,"C14H26O6N4",1.86,0.43
345.1918913,"C17H30O7",1.76,0.41
345.2070419,"C21H30O4",1.43,0.19
345.2072773,"C21H30O4",1.43,0.19
345.2282512,"C18H34O6",1.89,0.33
346.0204465,"C15H9O9N1",0.6,0.6
346.0332307,"C23H9O1N1S1",0.39,0.04
346.0364285,"C20H13O1N1S2",0.65,0.05
346.0569261,"C16H13O8N1",0.81,0.5
346.0932355,"C17H17O7N1",1,0.41
346.1142074,"C14H21O9N1",1.5,0.64
346.1151534,"C15H25O4N1S2",1.67,0.27
346.129707,"C18H21O6N1",1.17,0.33
346.1507287,"C15H25O8N1",1.67,0.53
346.1619914,"C14H25O7N3",1.79,0.5
346.945626,"C11H9O7S2P1",0.82,0.64
346.9903549,"C22H5O3P1",0.23,0.14
347.0033424,"C20H4O1N4S1",0.2,0.05
347.0044972,"C15H8O10",0.53,0.67
347.0399938,"C10H13O8N4P1",1.3,0.8
347.0408833,"C16H12O9",0.75,0.56
347.052218,"C15H12O8N2",0.8,0.53
347.0538856,"C13H17O9P1",1.31,0.69
347.0561788,"C20H12O6",0.6,0.3
347.0619835,"C13H16O11",1.23,0.85
347.0756628,"C11H25O6S2P1",2.27,0.55
347.0772445,"C17H16O8",0.94,0.47
347.0806748,"C14H20O8S1",1.43,0.57
347.0884761,"C16H16O7N2",1,0.44
347.098401,"C14H20O10",1.43,0.71
347.1124336,"C12H21O6N4P1",1.75,0.5
347.1136642,"C18H20O7",1.11,0.39
347.1168243,"C15H24O7S1",1.6,0.47
347.1170475,"C15H24O7S1",1.6,0.47
347.1249489,"C17H20O6N2",1.18,0.35
347.1347725,"C15H24O9",1.6,0.6
347.1476392,"C23H24O1S1",1.04,0.04
347.1489332,"C13H25O5N4P1",1.92,0.38
347.1500071,"C19H24O6",1.26,0.32
347.1711434,"C16H28O8",1.75,0.5
347.1853028,"C14H29O4N4P1",2.07,0.29
347.1864251,"C20H28O5",1.4,0.25
347.207566,"C17H32O7",1.88,0.41
348.0361543,"C15H11O9N1",0.73,0.6
348.0487572,"C23H11O1N1S1",0.48,0.04
348.052404,"C9H20O9N1S1P1",2.22,1
348.0725696,"C16H15O8N1",0.94,0.5
348.0794161,"C20H16O3N1P1",0.8,0.15
348.0935038,"C13H19O10N1",1.46,0.77
348.0937206,"C13H19O10N1",1.46,0.77
348.1089164,"C17H19O7N1",1.12,0.41
348.112114,"C14H23O7N1S1",1.64,0.5
348.1298474,"C14H23O9N1",1.64,0.64
348.1300918,"C14H23O9N1",1.64,0.64
348.1452112,"C18H23O6N1",1.28,0.33
348.1563929,"C17H23O5N3",1.35,0.29
348.1598735,"C14H27O5N3S1",1.93,0.36
348.1928503,"C18H27O4N3",1.5,0.22
348.2214173,"C17H35O4N1S1",2.06,0.24
349.0187826,"C9H19O8S2P1",2.11,0.89
349.0189944,"C20H6O1N4S1",0.3,0.05
349.0201154,"C15H10O10",0.67,0.67
349.0240683,"C15H15O2N2S2P1",1,0.13
349.0353739,"C19H10O7",0.53,0.37
349.0381938,"C18H11O4N2P1",0.61,0.22
349.0549808,"C10H23O7S2P1",2.3,0.7
349.0554957,"C10H15O8N4P1",1.5,0.8
349.0565355,"C16H14O9",0.88,0.56
349.0597181,"C13H18O9S1",1.38,0.69
349.0677505,"C15H14O8N2",0.93,0.53
349.0693568,"C13H19O9P1",1.46,0.69
349.0718094,"C20H14O6",0.7,0.3
349.0776214,"C13H18O11",1.38,0.85
349.0897357,"C13H22O5N2S2",1.69,0.38
349.0918535,"C11H19O7N4P1",1.73,0.64
349.0929186,"C17H18O8",1.06,0.47
349.0959362,"C16H19O5N2P1",1.19,0.31
349.0961573,"C14H22O8S1",1.57,0.57
349.1041098,"C16H18O7N2",1.12,0.44
349.1049022,"C17H22O2N2S2",1.29,0.12
349.1059524,"C14H23O8P1",1.64,0.57
349.1140012,"C14H22O10",1.57,0.71
349.1282437,"C12H23O6N4P1",1.92,0.5
349.1292651,"C18H22O7",1.22,0.39
349.1515975,"C16H22O5N4",1.38,0.31
349.1645724,"C13H27O5N4P1",2.08,0.38
349.16571,"C19H26O6",1.37,0.32
349.172967,"C13H26O7N4",2,0.54
349.2008504,"C14H31O4N4P1",2.21,0.29
349.2011168,"C14H31O4N4P1",2.21,0.29
349.2020329,"C20H30O5",1.5,0.25
349.2053987,"C17H34O5S1",2,0.29
349.2342408,"C16H34O6N2",2.12,0.38
349.2418342,"C18H38O4S1",2.11,0.22
350.0280274,"C22H9O2N1S1",0.41,0.09
350.051816,"C15H13O9N1",0.87,0.6
350.088198,"C16H17O8N1",1.06,0.5
350.1245139,"C17H21O7N1",1.24,0.41
350.1356873,"C16H21O6N3",1.31,0.38
350.172156,"C17H25O5N3",1.47,0.29
350.2467233,"C17H38O4N1P1",2.24,0.24
350.9994009,"C14H8O11",0.57,0.79
351.0146578,"C18H8O8",0.44,0.44
351.0251171,"C19H13O3S1P1",0.68,0.16
351.0344475,"C20H8O1N4S1",0.4,0.05
351.0357791,"C15H12O10",0.8,0.67
351.0498902,"C13H13O6N4P1",1,0.46
351.0510202,"C19H12O7",0.63,0.37
351.0522802,"C20H8O3N4",0.4,0.15
351.0616707,"C10H16O8N4S1",1.6,0.8
351.0689876,"C12H20O6N2S2",1.67,0.5
351.0721777,"C16H16O9",1,0.56
351.0834265,"C15H16O8N2",1.07,0.53
351.0874304,"C20H16O6",0.8,0.3
351.093143,"C13H20O11",1.54,0.85
351.0933595,"C13H20O11",1.54,0.85
351.1013352,"C18H25O1S2P1",1.39,0.06
351.1017005,"C18H17O2N4P1",0.94,0.11
351.1052106,"C13H24O5N2S2",1.85,0.38
351.1074459,"C11H21O7N4P1",1.91,0.64
351.1085583,"C17H20O8",1.18,0.47
351.1198672,"C16H20O7N2",1.25,0.44
351.1215883,"C14H25O8P1",1.79,0.57
351.1238443,"C21H20O5",0.95,0.24
351.1297692,"C14H24O10",1.71,0.71
351.1333812,"C14H29O2N2S2P1",2.07,0.14
351.1344726,"C12H24O6N4S1",2,0.5
351.1379695,"C19H21O1N4P1",1.11,0.05
351.1449316,"C18H24O7",1.33,0.39
351.1802752,"C13H29O5N4P1",2.23,0.38
351.1813465,"C19H28O6",1.47,0.32
351.1846745,"C16H32O6S1",2,0.38
351.2177198,"C20H32O5",1.6,0.25
351.2210675,"C17H36O5S1",2.12,0.29
352.0310374,"C14H11O10N1",0.79,0.71
352.0471761,"C19H15O2N1S2",0.79,0.11
352.0582231,"C18H15O1N3S2",0.83,0.06
352.0584073,"C18H15O1N3S2",0.83,0.06
352.0590601,"C15H16O7N1P1",1.07,0.47
352.0598673,"C16H20O2N1S2P1",1.25,0.12
352.0634405,"C10H15O11N3",1.5,1.1
352.0645093,"C21H12O1N3P1",0.57,0.05
352.0674554,"C15H15O9N1",1,0.6
352.0679991,"C18H16O1N3S1P1",0.89,0.06
352.0682699,"C16H19O4N1S2",1.19,0.25
352.0688636,"C16H11O5N5",0.69,0.31
352.0729331,"C21H11O3N3",0.52,0.14
352.0737696,"C11H20O6N3S1P1",1.82,0.55
352.076159,"C18H15O3N3S1",0.83,0.17
352.0777651,"C16H20O4N1S1P1",1.25,0.25
352.0785806,"C14H15O8N3",1.07,0.57
352.0793357,"C15H19O3N3S2",1.27,0.2
352.0809991,"C13H24O4N1S2P1",1.85,0.31
352.0828011,"C19H15O6N1",0.79,0.32
352.0855041,"C18H16O3N3P1",0.89,0.17
352.0857236,"C18H16O3N3P1",0.89,0.17
352.0891306,"C15H20O3N3S1P1",1.33,0.2
352.1038426,"C16H19O8N1",1.19,0.5
352.1352482,"C14H28O5N1S1P1",2,0.36
352.140173,"C17H23O7N1",1.35,0.41
352.141617,"C18H19O3N5",1.06,0.17
352.1433958,"C14H27O7N1S1",1.93,0.5
352.1455441,"C23H19O1N3",0.83,0.04
352.1464194,"C13H28O4N3S1P1",2.15,0.31
352.1473228,"C21H24O2N1P1",1.14,0.1
352.1488139,"C20H23O1N3S1",1.15,0.05
352.1505871,"C18H28O2N1S1P1",1.56,0.11
352.1514063,"C16H23O6N3",1.44,0.38
352.1523013,"C17H27O1N3S2",1.59,0.06
352.1538102,"C15H32O2N1S2P1",2.13,0.13
352.1547942,"C13H27O6N3S1",2.08,0.46
352.1555707,"C21H23O4N1",1.1,0.19
352.1584265,"C20H24O1N3P1",1.2,0.05
352.1611711,"C14H27O9N1",1.93,0.64
352.1621381,"C15H31O4N1S2",2.07,0.27
352.1623389,"C15H31O4N1S2",2.07,0.27
352.1664924,"C20H23O3N3",1.15,0.15
352.1700052,"C17H27O3N3S1",1.59,0.18
352.2005381,"C14H32O5N3P1",2.29,0.36
352.9939431,"C17H6O9",0.35,0.53
353.0150634,"C14H10O11",0.71,0.79
353.0303143,"C18H10O8",0.56,0.44
353.0409798,"C9H14O9N4S1",1.56,1
353.0433403,"C15H15O8P1",1,0.53
