"Mass","formula","HC","OC"
527.0975474,"C21H24O12N2S1",1.14,0.57
527.1041967,"C22H24O15",1.09,0.68
527.1129691,"C25H24O9N2S1",0.96,0.36
527.1164739,"C32H21O4N2P1",0.66,0.12
527.1194778,"C26H24O12",0.92,0.46
527.1305778,"C25H24O11N2",0.96,0.44
527.1331732,"C24H33O7S2P1",1.38,0.29
527.140609,"C23H28O14",1.22,0.61
527.1529198,"C33H25O3N2P1",0.76,0.09
527.1558876,"C27H28O11",1.04,0.41
527.164706,"C19H33O13N2P1",1.74,0.68
527.1693847,"C25H37O6S2P1",1.48,0.24
527.1770089,"C24H32O13",1.33,0.54
527.1775481,"C25H36O8S2",1.44,0.32
527.1862446,"C35H28O5",0.8,0.14
527.189397,"C34H29O2N2P1",0.85,0.06
527.1922926,"C28H32O10",1.14,0.36
527.205404,"C25H37O10P1",1.48,0.4
527.2061506,"C26H41O5S2P1",1.58,0.19
527.2134289,"C25H36O12",1.44,0.48
527.2140172,"C26H40O7S2",1.54,0.27
527.2286908,"C29H36O9",1.24,0.31
527.2498004,"C26H40O11",1.54,0.42
527.2504703,"C29H41O3N2S1P1",1.41,0.1
527.2636344,"C24H49O6S2P1",2.04,0.25
527.2650682,"C30H40O8",1.33,0.27
527.2780995,"C27H45O8P1",1.67,0.3
527.2861762,"C27H44O10",1.63,0.37
527.2868405,"C30H45O2N2S1P1",1.5,0.07
527.3013217,"C31H44O7",1.42,0.23
527.3225022,"C28H48O9",1.71,0.32
527.3229703,"C31H49O1N2S1P1",1.58,0.03
527.3377908,"C32H48O6",1.5,0.19
527.3588631,"C29H52O8",1.79,0.28
527.3591836,"C29H52O8",1.79,0.28
527.3595737,"C30H56O3S2",1.87,0.1
527.3953347,"C30H56O7",1.87,0.23
528.0419812,"C23H15O14N1",0.65,0.61
528.0781307,"C24H19O13N1",0.79,0.54
528.0785505,"C24H19O13N1",0.79,0.54
528.0872996,"C27H19O7N3S1",0.7,0.26
528.0920489,"C22H28O8N1S2P1",1.27,0.36
528.0928871,"C20H23O12N3S1",1.15,0.6
528.0954245,"C16H23O17N3",1.44,1.06
528.0961143,"C17H27O12N3S2",1.59,0.71
528.0965599,"C17H27O12N3S2",1.59,0.71
528.0995437,"C21H23O15N1",1.1,0.71
528.1062199,"C15H31O15N1S2",2.07,1
528.1147068,"C25H23O12N1",0.92,0.48
528.1359733,"C22H27O14N1",1.23,0.64
528.1723072,"C23H31O13N1",1.35,0.57
528.2090591,"C25H39O7N1S2",1.56,0.28
528.2225454,"C22H44O7N1S2P1",2,0.32
528.224555,"C29H39O4N1S2",1.34,0.14
528.2295377,"C21H39O14N1",1.86,0.67
528.2327784,"C20H40O11N3P1",2,0.55
528.2449501,"C25H39O11N1",1.56,0.44
528.2452952,"C25H39O11N1",1.56,0.44
528.2456566,"C26H43O6N1S2",1.65,0.23
528.2820058,"C27H47O5N1S2",1.74,0.19
528.303906,"C34H44O2N1P1",1.29,0.06
528.3178627,"C27H47O9N1",1.74,0.33
528.9608877,"C26H11O7S2P1",0.42,0.27
528.9798443,"C24H6O13N2",0.25,0.54
528.9965672,"C26H11O11P1",0.42,0.42
528.997048,"C16H10O17N4",0.62,1.06
528.9973461,"C27H15O6S2P1",0.56,0.22
529.0026305,"C19H15O16P1",0.79,0.84
529.0108697,"C19H14O18",0.74,0.95
529.022185,"C18H14O17N2",0.78,0.94
529.0229576,"C29H11O7N2P1",0.38,0.24
529.0260478,"C23H14O15",0.61,0.65
529.0263999,"C26H15O7N2S1P1",0.58,0.27
529.0330186,"C27H15O10P1",0.56,0.37
529.0391325,"C20H19O15P1",0.95,0.75
529.0471448,"C20H18O17",0.9,0.85
529.0552993,"C25H15O8N4P1",0.6,0.32
529.0561031,"C23H18O11N2S1",0.78,0.48
529.0593897,"C30H15O6N2P1",0.5,0.2
529.0624314,"C24H18O14",0.75,0.58
529.072988,"C15H22O15N4S1",1.47,1
529.0763108,"C22H27O9S2P1",1.23,0.41
529.0835516,"C21H22O16",1.05,0.76
529.0922363,"C24H22O10N2S1",0.92,0.42
529.0957853,"C31H19O5N2P1",0.61,0.16
529.1131171,"C21H26O12N2S1",1.24,0.57
529.1199266,"C22H26O15",1.18,0.68
529.132115,"C32H23O4N2P1",0.72,0.12
529.1324188,"C30H26O7S1",0.87,0.23
529.135197,"C26H26O12",1,0.46
529.1432652,"C31H31O2S2P1",1,0.06
529.1488162,"C24H35O7S2P1",1.46,0.29
529.1563099,"C23H30O14",1.3,0.61
529.1682796,"C33H27O3N2P1",0.82,0.09
529.1686577,"C33H27O3N2P1",0.82,0.09
529.1715663,"C27H30O11",1.11,0.41
529.1830238,"C26H30O10N2",1.15,0.38
529.1926651,"C24H34O13",1.42,0.54
529.193047,"C27H35O5N2S1P1",1.3,0.19
529.207907,"C28H34O10",1.21,0.36
529.2210004,"C25H39O10P1",1.56,0.4
529.2290365,"C25H38O12",1.52,0.48
529.2296899,"C26H42O7S2",1.62,0.27
529.242651,"C23H47O7S2P1",2.04,0.3
529.2442707,"C29H38O9",1.31,0.31
529.2574023,"C26H43O9P1",1.65,0.35
529.2625256,"C32H39O3N2P1",1.22,0.09
529.2653942,"C26H42O11",1.62,0.42
529.2656786,"C26H42O11",1.62,0.42
529.265977,"C29H43O3N2S1P1",1.48,0.1
529.2806353,"C30H42O8",1.4,0.27
529.3017489,"C27H46O10",1.7,0.37
529.3023722,"C30H47O2N2S1P1",1.57,0.07
529.3170115,"C31H46O7",1.48,0.23
529.3381128,"C28H50O9",1.79,0.32
529.3386203,"C31H51O1N2S1P1",1.65,0.03
529.3533928,"C32H50O6",1.56,0.19
529.3745944,"C29H54O8",1.86,0.28
529.3752484,"C30H58O3S2",1.93,0.1
529.4626375,"C35H62O3",1.77,0.09
530.0576354,"C23H17O14N1",0.74,0.61
530.0939387,"C24H21O13N1",0.88,0.54
530.0942481,"C24H21O13N1",0.88,0.54
530.1020746,"C29H26O3N1S2P1",0.9,0.1
530.1303029,"C25H25O12N1",1,0.48
530.1432968,"C22H30O12N1P1",1.36,0.55
530.1668469,"C26H29O11N1",1.12,0.42
530.1879944,"C23H33O13N1",1.43,0.57
530.2482048,"C31H37O3N3S1",1.19,0.1
530.2610731,"C26H45O6N1S2",1.73,0.23
530.2830281,"C33H42O3N1P1",1.27,0.09
530.2969151,"C26H45O10N1",1.73,0.38
530.2972084,"C26H45O10N1",1.73,0.38
530.2977955,"C29H46O2N3S1P1",1.59,0.07
530.9763483,"C26H13O7S2P1",0.5,0.27
530.9846389,"C28H9O6N2S1P1",0.32,0.21
531.0052999,"C22H12O16",0.55,0.73
531.0058016,"C25H13O8N2S1P1",0.52,0.32
531.0129472,"C27H17O6S2P1",0.63,0.22
531.0182047,"C19H17O16P1",0.89,0.84
531.0262719,"C19H16O18",0.84,0.95
531.0345129,"C24H13O9N4P1",0.54,0.38
531.0352172,"C22H16O12N2S1",0.73,0.55
531.0386593,"C29H13O7N2P1",0.45,0.24
531.0416742,"C23H16O15",0.7,0.65
531.0547448,"C20H21O15P1",1.05,0.75
531.0552658,"C21H25O10S2P1",1.19,0.48
531.0570472,"C27H16O12",0.59,0.44
531.0627509,"C20H20O17",1,0.85
531.0716421,"C23H20O11N2S1",0.87,0.48
531.0749937,"C30H17O6N2P1",0.57,0.2
531.0780138,"C24H20O14",0.83,0.58
531.0934761,"C28H20O11",0.71,0.39
531.0938996,"C29H24O6S2",0.83,0.21
531.099103,"C21H24O16",1.14,0.76
531.1113509,"C31H21O5N2P1",0.68,0.16
531.1143806,"C25H24O13",0.96,0.52
531.1272818,"C22H29O13P1",1.32,0.59
531.1280492,"C23H33O8S2P1",1.43,0.35
531.1295361,"C29H24O10",0.83,0.34
531.1354909,"C22H28O15",1.27,0.68
531.1477229,"C32H25O4N2P1",0.78,0.12
531.1507498,"C26H28O12",1.08,0.46
531.1639049,"C23H33O12P1",1.43,0.52
531.1718668,"C23H32O14",1.39,0.61
531.184087,"C33H29O3N2P1",0.88,0.09
531.1844065,"C31H32O6S1",1.03,0.19
531.1871225,"C27H32O11",1.19,0.41
531.2002137,"C24H37O11P1",1.54,0.46
531.2008485,"C25H41O6S2P1",1.64,0.24
531.2083321,"C24H36O13",1.5,0.54
531.208664,"C24H36O13",1.5,0.54
531.2089555,"C27H37O5N2S1P1",1.37,0.19
531.2205767,"C32H36O5S1",1.12,0.16
531.220874,"C32H36O5S1",1.12,0.16
531.2235238,"C28H36O10",1.29,0.36
531.2366276,"C25H41O10P1",1.64,0.4
531.2375476,"C26H45O5S2P1",1.73,0.19
531.2446298,"C25H40O12",1.6,0.48
531.2449525,"C25H40O12",1.6,0.48
531.2452346,"C28H41O4N2S1P1",1.46,0.14
531.2599381,"C29H40O9",1.38,0.31
531.2730601,"C26H45O9P1",1.73,0.35
531.2739057,"C27H49O4S2P1",1.81,0.15
531.2810441,"C26H44O11",1.69,0.42
531.2817128,"C27H48O6S2",1.78,0.22
531.2963357,"C30H44O8",1.47,0.27
531.317254,"C27H48O10",1.78,0.37
531.3175454,"C27H48O10",1.78,0.37
531.3188909,"C28H44O6N4",1.57,0.21
531.3335215,"C32H52O2S2",1.62,0.06
531.354192,"C28H52O9",1.86,0.32
532.0733547,"C23H19O14N1",0.83,0.61
532.0736548,"C23H19O14N1",0.83,0.61
532.1097949,"C24H23O13N1",0.96,0.54
532.1102076,"C27H24O5N3S1P1",0.89,0.19
532.1459997,"C25H27O12N1",1.08,0.48
532.1678197,"C23H35O9N1S2",1.52,0.39
532.2403573,"C27H40O4N3S1P1",1.48,0.15
532.2768456,"C28H44O3N3S1P1",1.57,0.11
532.3134422,"C29H48O2N3S1P1",1.66,0.07
532.9919038,"C15H10O18N4",0.67,1.2
533.0209012,"C22H14O16",0.64,0.73
533.0338015,"C19H19O16P1",1,0.84
533.0422385,"C19H18O18",0.95,0.95
533.0509244,"C22H18O12N2S1",0.82,0.55
533.0542206,"C29H15O7N2P1",0.52,0.24
533.0572399,"C23H18O15",0.78,0.65
533.0699916,"C20H23O15P1",1.15,0.75
533.0725304,"C27H18O12",0.67,0.44
533.0729047,"C30H19O4N2S1P1",0.63,0.13
533.0737865,"C28H14O8N4",0.5,0.29
533.07837,"C20H22O17",1.1,0.85
533.0867412,"C25H27O7S2P1",1.08,0.28
533.09059,"C30H19O6N2P1",0.63,0.2
533.0936218,"C24H22O14",0.92,0.58
533.1047045,"C23H22O13N2",0.96,0.57
533.1067657,"C21H27O14P1",1.29,0.67
533.1072099,"C22H31O9S2P1",1.41,0.41
533.1087687,"C28H22O11",0.79,0.39
533.1091564,"C28H22O11",0.79,0.39
533.1095414,"C29H26O6S2",0.9,0.21
533.1148113,"C21H26O16",1.24,0.76
533.119548,"C19H26O12N4S1",1.37,0.63
533.1201449,"C27H22O10N2",0.81,0.37
533.1235464,"C24H26O10N2S1",1.08,0.42
533.1269913,"C31H23O5N2P1",0.74,0.16
533.1300108,"C25H26O13",1.04,0.52
533.1412954,"C24H26O12N2",1.08,0.5
533.1451143,"C29H26O10",0.9,0.34
533.1459004,"C32H27O2N2S1P1",0.84,0.06
533.1512041,"C22H30O15",1.36,0.68
533.1515088,"C22H30O15",1.36,0.68
533.1635343,"C32H27O4N2P1",0.84,0.12
533.1664186,"C26H30O12",1.15,0.46
533.1795073,"C23H35O12P1",1.52,0.52
533.1817698,"C30H30O9",1,0.3
533.1874499,"C23H34O14",1.48,0.61
533.2000015,"C31H34O6S1",1.1,0.19
533.2002687,"C31H34O6S1",1.1,0.19
533.2028479,"C27H34O11",1.26,0.41
533.2158835,"C24H39O11P1",1.62,0.46
533.2313118,"C18H38O14N4",2.11,0.78
533.2392379,"C28H38O10",1.36,0.36
533.252234,"C25H43O10P1",1.72,0.4
533.2529018,"C26H47O5S2P1",1.81,0.19
533.2610084,"C26H46O7S2",1.77,0.27
533.2672571,"C29H43O7P1",1.48,0.24
533.2676952,"C29H43O7P1",1.48,0.24
533.2756452,"C29H42O9",1.45,0.31
533.2886227,"C26H47O9P1",1.81,0.35
533.2894345,"C27H51O4S2P1",1.89,0.15
533.2969058,"C26H46O11",1.77,0.42
533.2977225,"C27H50O6S2",1.85,0.22
533.312012,"C30H46O8",1.53,0.27
533.3333716,"C27H50O10",1.85,0.37
534.0524416,"C22H17O15N1",0.77,0.68
534.0527304,"C22H17O15N1",0.77,0.68
534.0888573,"C23H21O14N1",0.91,0.61
534.0892455,"C23H21O14N1",0.91,0.61
534.1252933,"C24H25O13N1",1.04,0.54
534.1256138,"C24H25O13N1",1.04,0.54
534.1618042,"C25H29O12N1",1.16,0.48
534.197917,"C26H33O11N1",1.27,0.42
534.2189688,"C23H37O13N1",1.61,0.57
534.2197726,"C24H41O8N1S2",1.71,0.33
534.2922993,"C28H46O3N3S1P1",1.64,0.11
534.337119,"C29H49O4N3S1",1.69,0.14
534.9864821,"C18H8O16N4",0.44,0.89
535.000006,"C21H12O17",0.57,0.81
535.0129273,"C29H12O9S1",0.41,0.31
535.028469,"C22H17O14P1",0.77,0.64
535.0323835,"C17H16O18N2",0.94,1.06
535.0336972,"C28H13O8N2P1",0.46,0.29
535.0365094,"C22H16O16",0.73,0.73
535.0518399,"C26H16O13",0.62,0.5
535.0656916,"C24H25O8S2P1",1.04,0.33
535.0665238,"C22H20O12N2S1",0.91,0.55
535.0698116,"C29H17O7N2P1",0.59,0.24
535.0728911,"C23H20O15",0.87,0.65
535.0882256,"C27H20O12",0.74,0.44
535.0940772,"C20H24O17",1.2,0.85
535.0945081,"C23H25O9N2S1P1",1.09,0.39
535.1020672,"C25H29O7S2P1",1.16,0.28
535.1028424,"C23H24O11N2S1",1.04,0.48
535.1032118,"C31H20O9",0.65,0.29
535.1046674,"C21H29O12S1P1",1.38,0.57
535.1062899,"C30H21O6N2P1",0.7,0.2
535.1093091,"C24H24O14",1,0.58
535.1173517,"C29H29O4S2P1",1,0.14
535.1204858,"C23H24O13N2",1.04,0.57
535.1223999,"C21H29O14P1",1.38,0.67
535.1246174,"C28H24O11",0.86,0.39
535.12533,"C18H33O14S1P1",1.83,0.78
535.1389193,"C24H28O10N2S1",1.17,0.42
535.1393898,"C24H28O10N2S1",1.17,0.42
535.1428338,"C31H25O5N2P1",0.81,0.16
535.1457072,"C25H28O13",1.12,0.52
535.1588048,"C22H33O13P1",1.5,0.59
535.1610426,"C29H28O10",0.97,0.34
535.1614467,"C30H32O5S2",1.07,0.17
535.1750846,"C27H37O5S2P1",1.37,0.19
535.1757195,"C25H32O9N2S1",1.28,0.36
535.1789637,"C32H29O4N2P1",0.91,0.12
535.1793646,"C30H32O7S1",1.07,0.23
535.1821414,"C26H32O12",1.23,0.46
535.1830039,"C37H29O2P1",0.78,0.05
535.1881353,"C19H36O17",1.89,0.89
535.1951156,"C23H37O12P1",1.61,0.52
535.1959659,"C24H41O7S2P1",1.71,0.29
535.1975822,"C30H32O9",1.07,0.3
535.1981435,"C20H41O12S1P1",2.05,0.6
535.2103785,"C27H37O9P1",1.37,0.33
535.2185406,"C27H36O11",1.33,0.41
535.2314346,"C24H41O11P1",1.71,0.46
535.2323441,"C25H45O6S2P1",1.8,0.24
535.2469138,"C18H40O14N4",2.22,0.78
535.2472529,"C29H45O3S2P1",1.55,0.1
535.2475304,"C29H45O3S2P1",1.55,0.1
535.2549044,"C28H40O10",1.43,0.36
535.2555621,"C31H41O2N2S1P1",1.32,0.06
535.2678649,"C25H45O10P1",1.8,0.4
535.2685109,"C26H49O5S2P1",1.88,0.19
535.283255,"C29H45O7P1",1.55,0.24
535.2913033,"C29H44O9",1.52,0.31
535.2918553,"C32H45O1N2S1P1",1.41,0.03
535.3043644,"C26H49O9P1",1.88,0.35
535.3047473,"C27H53O4S2P1",1.96,0.15
535.3275655,"C30H48O8",1.6,0.27
535.3278672,"C30H48O8",1.6,0.27
535.3853826,"C28H56O9",2,0.32
536.0682037,"C22H19O15N1",0.86,0.68
536.104477,"C23H23O14N1",1,0.61
536.1048271,"C23H23O14N1",1,0.61
536.1409732,"C24H27O13N1",1.12,0.54
536.1413707,"C24H27O13N1",1.12,0.54
536.177447,"C25H31O12N1",1.24,0.48
536.2267034,"C23H40O11N1P1",1.74,0.48
536.2275394,"C24H44O6N1S2P1",1.83,0.25
536.2352334,"C26H40O5N3S1P1",1.54,0.19
537.0018139,"C18H10O16N4",0.56,0.89
537.0075151,"C21H15O15P1",0.71,0.71
537.0157988,"C21H14O17",0.67,0.81
537.0287144,"C18H19O17P1",1.06,0.94
537.0311136,"C25H14O14",0.56,0.56
537.0449622,"C23H23O9S2P1",1,0.39
537.049097,"C28H15O8N2P1",0.54,0.29
537.0521773,"C22H18O16",0.82,0.73
537.0674884,"C26H18O13",0.69,0.5
537.0678818,"C27H22O8S2",0.81,0.3
537.0813595,"C24H27O8S2P1",1.12,0.33
537.081634,"C24H19O9N4P1",0.79,0.38
537.0821842,"C22H22O12N2S1",1,0.55
537.0856099,"C29H19O7N2P1",0.66,0.24
537.0885898,"C23H22O15",0.96,0.65
537.1038875,"C27H22O12",0.81,0.44
537.1177131,"C25H31O7S2P1",1.24,0.28
537.1184661,"C23H26O11N2S1",1.13,0.48
537.1215895,"C30H23O6N2P1",0.77,0.2
537.1219678,"C30H23O6N2P1",0.77,0.2
537.1249814,"C24H26O14",1.08,0.58
537.1293704,"C32H27O4S1P1",0.84,0.12
537.1402954,"C28H26O11",0.93,0.39
537.1405868,"C31H27O3N2S1P1",0.87,0.1
537.153774,"C26H35O6S2P1",1.35,0.23
537.1541743,"C26H35O6S2P1",1.35,0.23
537.1549341,"C24H30O10N2S1",1.25,0.42
537.1586221,"C29H30O8S1",1.03,0.28
537.1613865,"C25H30O13",1.2,0.52
537.1767251,"C29H30O10",1.03,0.34
537.1770484,"C32H31O2N2S1P1",0.97,0.06
537.1897913,"C16H34O16N4",2.12,1
537.1902513,"C27H39O5S2P1",1.44,0.19
537.191277,"C25H34O9N2S1",1.36,0.36
537.1977706,"C26H34O12",1.31,0.46
537.2108458,"C23H39O12P1",1.7,0.52
537.2116898,"C24H43O7S2P1",1.79,0.29
537.2130373,"C30H34O9",1.13,0.3
537.2134236,"C33H35O1N2S1P1",1.06,0.03
537.2140217,"C20H43O12S1P1",2.15,0.6
537.2261382,"C27H39O9P1",1.44,0.33
537.2265169,"C28H43O4S2P1",1.54,0.14
537.2341422,"C27H38O11",1.41,0.41
537.2350178,"C38H35O1P1",0.92,0.03
537.2467831,"C35H38O3S1",1.09,0.09
537.2479469,"C25H47O6S2P1",1.88,0.24
537.26248,"C28H43O8P1",1.54,0.29
537.2629581,"C29H47O3S2P1",1.62,0.1
537.2676681,"C34H39O2N2P1",1.15,0.06
537.2705172,"C28H42O10",1.5,0.36
537.271119,"C31H43O2N2S1P1",1.39,0.06
537.28419,"C26H51O5S2P1",1.96,0.19
537.2987815,"C29H47O7P1",1.62,0.24
537.3068355,"C29H46O9",1.59,0.31
537.3072768,"C32H47O1N2S1P1",1.47,0.03
537.3433351,"C30H50O8",1.67,0.27
537.3440502,"C31H54O3S2",1.74,0.1
537.3797899,"C31H54O7",1.74,0.23
538.046846,"C34H9O5N3",0.26,0.15
538.0837433,"C22H21O15N1",0.95,0.68
538.120168,"C23H25O14N1",1.09,0.61
538.1433152,"C32H30O1N1S2P1",0.94,0.03
538.1565182,"C24H29O13N1",1.21,0.54
538.2069191,"C23H42O7N1S2P1",1.83,0.3
538.2424373,"C23H42O11N1P1",1.83,0.48
538.3110735,"C31H45O3N3S1",1.45,0.1
538.981317,"C17H8O17N4",0.47,1
539.0078434,"C17H17O18P1",1,1.06
539.0103405,"C24H12O15",0.5,0.62
539.0108806,"C25H16O10S2",0.64,0.4
539.0233965,"C21H17O15P1",0.81,0.71
539.0314075,"C21H16O17",0.76,0.81
539.0316823,"C21H16O17",0.76,0.81
539.0429224,"C20H16O16N2",0.8,0.8
539.0437372,"C31H13O6N2P1",0.42,0.19
539.0467366,"C25H16O14",0.64,0.56
539.060588,"C23H25O9S2P1",1.09,0.39
539.0610636,"C21H20O13N2S1",0.95,0.62
539.0678285,"C22H20O16",0.91,0.73
539.0798543,"C22H24O10N2S2",1.09,0.45
539.0831255,"C26H20O13",0.77,0.5
539.0927784,"C19H29O10N2S2P1",1.53,0.53
539.0967299,"C24H29O8S2P1",1.21,0.33
539.0973564,"C24H21O9N4P1",0.88,0.38
539.0976895,"C22H24O12N2S1",1.09,0.55
539.1018877,"C16H29O18P1",1.81,1.12
539.1042349,"C23H24O15",1.04,0.65
539.1195315,"C27H24O12",0.89,0.44
539.1199601,"C30H25O4N2S1P1",0.83,0.13
539.1281886,"C19H29O14N2P1",1.53,0.74
539.1330441,"C25H33O7S2P1",1.32,0.28
539.1334704,"C25H33O7S2P1",1.32,0.28
539.1378056,"C28H28O9S1",1,0.32
539.1406456,"C24H28O14",1.17,0.58
539.1559474,"C28H28O11",1,0.39
539.1689896,"C25H33O11P1",1.32,0.44
539.1700158,"C26H29O7N4P1",1.12,0.27
539.1703094,"C24H32O10N2S1",1.33,0.42
539.177042,"C25H32O13",1.28,0.52
539.1922971,"C29H32O10",1.1,0.34
539.1926537,"C32H33O2N2S1P1",1.03,0.06
539.2054007,"C26H37O10P1",1.42,0.38
539.2058035,"C27H41O5S2P1",1.52,0.19
539.2134082,"C26H36O12",1.38,0.46
539.2139016,"C29H37O4N2S1P1",1.28,0.14
539.2273496,"C24H45O7S2P1",1.88,0.29
539.2286784,"C30H36O9",1.2,0.3
539.2412325,"C38H36O1S1",0.95,0.03
539.2417486,"C27H41O9P1",1.52,0.33
539.2497812,"C27H40O11",1.48,0.41
539.2505087,"C30H41O3N2S1P1",1.37,0.1
539.2635237,"C25H49O6S2P1",1.96,0.24
539.2649796,"C31H40O8",1.29,0.26
539.2771686,"C31H44O2N2S2",1.42,0.06
539.2780941,"C28H45O8P1",1.61,0.29
539.2785687,"C29H49O3S2P1",1.69,0.1
539.2861413,"C28H44O10",1.57,0.36
539.2868368,"C29H48O5S2",1.66,0.17
539.3225131,"C29H48O9",1.66,0.31
539.3229924,"C32H49O1N2S1P1",1.53,0.03
539.3377779,"C33H48O6",1.45,0.18
539.3587702,"C30H52O8",1.73,0.27
539.3591225,"C30H52O8",1.73,0.27
539.3595431,"C31H56O3S2",1.81,0.1
539.3951855,"C31H56O7",1.81,0.23
540.0629688,"C21H19O16N1",0.9,0.76
540.0781655,"C25H19O13N1",0.76,0.52
540.0788452,"C28H20O5N3S1P1",0.71,0.18
540.0870819,"C28H19O7N3S1",0.68,0.25
540.0995154,"C22H23O15N1",1.05,0.68
540.1359037,"C23H27O14N1",1.17,0.61
540.1589951,"C32H32O1N1S2P1",1,0.03
540.1720449,"C24H31O13N1",1.29,0.54
540.2456141,"C27H43O6N1S2",1.59,0.22
540.3178554,"C28H47O9N1",1.68,0.32
540.9603997,"C26H7O12P1",0.27,0.46
540.960697,"C27H11O7S2P1",0.41,0.26
540.9969621,"C17H10O17N4",0.59,1
540.9973215,"C28H15O6S2P1",0.54,0.21
541.0025685,"C20H15O16P1",0.75,0.8
541.0106311,"C20H14O18",0.7,0.9
541.0259867,"C24H14O15",0.58,0.62
541.0390932,"C21H19O15P1",0.9,0.71
541.0470472,"C21H18O17",0.86,0.81
541.0569087,"C14H27O14N2S2P1",1.93,1
541.0592533,"C31H15O6N2P1",0.48,0.19
541.0595295,"C31H15O6N2P1",0.48,0.19
541.062363,"C25H18O14",0.72,0.56
541.0759267,"C23H27O9S2P1",1.17,0.39
541.0763519,"C23H27O9S2P1",1.17,0.39
541.0769317,"C21H22O13N2S1",1.05,0.62
541.0834611,"C22H22O16",1,0.73
541.0956969,"C32H19O5N2P1",0.59,0.16
541.0987615,"C26H22O13",0.85,0.5
541.1123171,"C24H31O8S2P1",1.29,0.33
541.1198798,"C23H26O15",1.13,0.65
541.1285179,"C26H26O9N2S1",1,0.35
541.1319048,"C33H23O4N2P1",0.7,0.12
541.1351716,"C27H26O12",0.96,0.44
541.1407784,"C20H30O17",1.5,0.85
541.1411136,"C20H30O17",1.5,0.85
541.1455279,"C28H31O7S1P1",1.11,0.25
541.1489743,"C25H35O7S2P1",1.4,0.28
541.1562704,"C24H30O14",1.25,0.58
541.1715676,"C28H30O11",1.07,0.39
541.1805235,"C18H38O16S1",2.11,0.89
541.1808875,"C39H26O3",0.67,0.08
541.184659,"C25H35O11P1",1.4,0.44
541.1852633,"C26H39O6S2P1",1.5,0.23
541.1926762,"C25H34O13",1.36,0.52
541.2048125,"C35H31O2N2P1",0.89,0.06
541.2079759,"C29H34O10",1.17,0.34
541.2210565,"C26H39O10P1",1.5,0.38
541.2214095,"C27H43O5S2P1",1.59,0.19
541.2290658,"C26H38O12",1.46,0.46
541.2297005,"C27H42O7S2",1.56,0.26
541.2383616,"C37H34O4",0.92,0.11
541.2386921,"C37H34O4",0.92,0.11
541.244319,"C30H38O9",1.27,0.3
541.2573443,"C27H43O9P1",1.59,0.33
541.2654171,"C27H42O11",1.56,0.41
541.2657252,"C27H42O11",1.56,0.41
541.2661296,"C30H43O3N2S1P1",1.43,0.1
541.2805426,"C31H42O8",1.35,0.26
541.2934563,"C28H47O8P1",1.68,0.29
541.2937691,"C28H47O8P1",1.68,0.29
541.301754,"C28H46O10",1.64,0.36
541.3022604,"C31H47O2N2S1P1",1.52,0.06
541.3168762,"C32H46O7",1.44,0.22
541.3381526,"C29H50O9",1.72,0.31
541.3388428,"C32H51O1N2S1P1",1.59,0.03
541.3745586,"C30H54O8",1.8,0.27
541.3748365,"C30H54O8",1.8,0.27
541.410873,"C31H58O7",1.87,0.23
542.0574503,"C24H17O14N1",0.71,0.58
542.0578546,"C24H17O14N1",0.71,0.58
542.0660958,"C27H17O8N3S1",0.63,0.3
542.0941281,"C25H21O13N1",0.84,0.52
542.1150444,"C22H25O15N1",1.14,0.68
542.1753032,"C30H29O5N3S1",0.97,0.17
542.261294,"C27H45O6N1S2",1.67,0.22
542.2828263,"C24H49O8N1S2",2.04,0.33
542.2978951,"C28H49O5N1S2",1.75,0.18
542.9761201,"C26H9O12P1",0.35,0.46
543.0026747,"C27H12O11S1",0.44,0.41
543.0030685,"C16H17O19P1",1.06,1.19
543.0038286,"C17H21O14S2P1",1.24,0.82
543.0052349,"C23H12O16",0.52,0.7
543.0060204,"C24H16O11S2",0.67,0.46
543.012705,"C17H12O17N4",0.71,1
543.0180241,"C31H12O8S1",0.39,0.26
543.0184092,"C20H17O16P1",0.85,0.8
543.0188151,"C21H21O11S2P1",1,0.52
543.0263123,"C20H16O18",0.8,0.9
543.0385553,"C30H13O7N2P1",0.43,0.23
543.0416107,"C24H16O15",0.67,0.62
543.0547147,"C21H21O15P1",1,0.71
543.0551329,"C22H25O10S2P1",1.14,0.45
543.0594852,"C27H17O9N2P1",0.63,0.33
543.0627036,"C21H20O17",0.95,0.81
543.0717463,"C24H20O11N2S1",0.83,0.46
543.074954,"C31H17O6N2P1",0.55,0.19
543.077993,"C25H20O14",0.8,0.56
543.0918191,"C23H29O9S2P1",1.26,0.39
543.0991141,"C22H24O16",1.09,0.73
543.1112537,"C22H28O10N2S2",1.27,0.45
543.1115364,"C30H24O8S1",0.8,0.27
543.1143895,"C26H24O13",0.92,0.5
543.1282448,"C24H33O8S2P1",1.38,0.33
543.1355237,"C23H28O15",1.22,0.65
543.1477123,"C33H25O4N2P1",0.76,0.12
543.1480116,"C31H28O7S1",0.9,0.23
543.1508102,"C27H28O12",1.04,0.44
543.1643077,"C25H37O7S2P1",1.48,0.28
543.1719377,"C24H32O14",1.33,0.58
543.1824632,"C25H37O9S1P1",1.48,0.36
543.1841006,"C34H29O3N2P1",0.85,0.09
543.1871905,"C28H32O11",1.14,0.39
543.2002746,"C25H37O11P1",1.48,0.44
543.2083193,"C25H36O13",1.44,0.52
