"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
549.0855381,"C30H19O7N2P1","CHONP","ConHC",0.63,0.23,0.7021,0.0333,30,19,7,2,0,1
549.0885865,"C24H22O15","CHO","Lignin",0.92,0.62,0.3939,0.3333,24,22,15,0,0,0
549.1039438,"C28H22O12","CHO","ConHC",0.79,0.43,0.5455,0.0714,28,22,12,0,0,0
549.1043174,"C31H23O4N2S1P1","CHONSP","ConHC",0.74,0.13,0.64,-0.2258,31,23,4,2,1,1
549.1046614,"C29H26O7S2","CHOS","Lignin",0.9,0.24,0.4894,-0.2759,29,26,7,0,2,0
549.1049924,"C18H31O15S1P1","CHOSP","Carb",1.72,0.83,-0.6471,0.0556,18,31,15,0,1,1
549.1059742,"C16H26O19N2","CHON","Other",1.62,1.19,-1.4444,1.125,16,26,19,2,0,0
549.109677,"C21H26O17","CHO","Tannin",1.24,0.81,0.04,0.381,21,26,17,0,0,0
549.1216485,"C31H23O6N2P1","CHONP","ConHC",0.74,0.19,0.64,-0.1613,31,23,6,2,0,1
549.1221314,"C31H23O6N2P1","CHONP","ConHC",0.74,0.19,0.64,-0.1613,31,23,6,2,0,1
549.1249925,"C25H26O14","CHO","Lignin",1.04,0.56,0.3333,0.08,25,26,14,0,0,0
549.1361872,"C24H26O13N2","CHON","Lignin",1.08,0.54,0.2903,0.25,24,26,13,2,0,0
549.1379754,"C22H31O14P1","CHOP","Lignin",1.41,0.64,0,-0.1364,22,31,14,0,0,1
549.1402333,"C29H26O11","CHO","Lignin",0.9,0.38,0.4894,-0.1379,29,26,11,0,0,0
549.1406554,"C32H27O3N2S1P1","CHONSP","UnsatHC",0.84,0.09,0.5849,-0.4062,32,27,3,2,1,1
549.1410434,"C19H35O14S1P1","CHOSP","Carb",1.84,0.74,-0.6,-0.2632,19,35,14,0,1,1
549.1549384,"C25H30O10N2S1","CHONS","Lignin",1.2,0.4,0.2353,-0.08,25,30,10,2,1,0
549.1583008,"C32H27O5N2P1","CHONP","Lignin",0.84,0.16,0.5849,-0.3438,32,27,5,2,0,1
549.1613791,"C26H30O13","CHO","Lignin",1.15,0.5,0.2821,-0.1538,26,30,13,0,0,0
549.1751283,"C24H39O8S2P1","CHOSP","Protein",1.62,0.33,-0.0588,-0.7917,24,39,8,0,2,1
549.1766867,"C30H30O10","CHO","Lignin",1,0.33,0.44,-0.3333,30,30,10,0,0,0
549.1769787,"C33H31O2N2S1P1","CHONSP","UnsatHC",0.94,0.06,0.5357,-0.5758,33,31,2,2,1,1
549.1897407,"C27H35O10P1","CHOP","Lignin",1.3,0.37,0.2381,-0.5556,27,35,10,0,0,1
549.1908263,"C26H34O9N2S1","CHONS","Lignin",1.31,0.35,0.1892,-0.3077,26,34,9,2,1,0
549.1946783,"C33H31O4N2P1","CHONP","UnsatHC",0.94,0.12,0.5357,-0.5152,33,31,4,2,0,1
549.1949862,"C31H34O7S1","CHOS","Lignin",1.1,0.23,0.3962,-0.5806,31,34,7,0,1,0
549.1977675,"C27H34O12","CHO","Lignin",1.26,0.44,0.2381,-0.3704,27,34,12,0,0,0
549.210737,"C24H39O12P1","CHOP","Protein",1.62,0.5,-0.0588,-0.625,24,39,12,0,0,1
549.2114521,"C25H43O7S2P1","CHOSP","Lipid",1.72,0.28,-0.0811,-1,25,43,7,0,2,1
549.2131043,"C31H34O9","CHO","Lignin",1.1,0.29,0.3962,-0.5161,31,34,9,0,0,0
549.2140662,"C21H43O12S1P1","CHOSP","AminoSugar",2.05,0.57,-0.5385,-0.8095,21,43,12,0,1,1
549.2243311,"C30H34O8N2","CHON","Lignin",1.13,0.27,0.375,-0.4,30,34,8,2,0,0
549.2261429,"C28H39O9P1","CHOP","Lignin",1.39,0.32,0.2,-0.75,28,39,9,0,0,1
549.2265571,"C29H43O4S2P1","CHOSP","Lignin",1.48,0.14,0.1667,-1.069,29,43,4,0,2,1
549.2274333,"C29H35O5N4P1","CHONP","Lignin",1.21,0.17,0.3488,-0.4483,29,35,5,4,0,1
549.2341308,"C28H38O11","CHO","Lignin",1.36,0.39,0.2,-0.5714,28,38,11,0,0,0
549.2471291,"C25H43O11P1","CHOP","Protein",1.72,0.44,-0.0811,-0.84,25,43,11,0,0,1
549.2479532,"C26H47O6S2P1","CHOSP","Lipid",1.81,0.23,-0.1,-1.1923,26,47,6,0,2,1
549.2566123,"C36H39O3P1","CHOP","UnsatHC",1.08,0.08,0.4627,-0.9167,36,39,3,0,0,1
549.2623893,"C29H43O8P1","CHOP","Lignin",1.48,0.28,0.1667,-0.931,29,43,8,0,0,1
549.2704622,"C29H42O10","CHO","Lignin",1.45,0.34,0.1667,-0.7586,29,42,10,0,0,0
549.2711633,"C32H43O2N2S1P1","CHONSP","UnsatHC",1.34,0.06,0.2963,-0.9688,32,43,2,2,1,1
549.2835086,"C26H47O10P1","CHOP","Protein",1.81,0.38,-0.1,-1.0385,26,47,10,0,0,1
549.2843234,"C27H51O5S2P1","CHOSP","Lipid",1.89,0.19,-0.1163,-1.3704,27,51,5,0,2,1
549.2989024,"C30H47O7P1","CHOP","Lipid",1.57,0.23,0.1373,-1.1,30,47,7,0,0,1
549.3068244,"C30H46O9","CHO","Protein",1.53,0.3,0.1373,-0.9333,30,46,9,0,0,0
549.3071273,"C30H46O9","CHO","Protein",1.53,0.3,0.1373,-0.9333,30,46,9,0,0,0
549.3074854,"C33H47O1N2S1P1","CHONSP","UnsatHC",1.42,0.03,0.2632,-1.1212,33,47,1,2,1,1
549.3431433,"C31H50O8","CHO","Lipid",1.61,0.26,0.1111,-1.0968,31,50,8,0,0,0
550.0475202,"C22H17O16N1","CHON","ConHC",0.77,0.73,0.4615,0.8182,22,17,16,1,0,0
550.08378,"C23H21O15N1","CHON","Tannin",0.91,0.65,0.3793,0.5217,23,21,15,1,0,0
550.0840994,"C23H21O15N1","CHON","Tannin",0.91,0.65,0.3793,0.5217,23,21,15,1,0,0
550.0998503,"C28H25O7N1S2","CHONS","Lignin",0.89,0.25,0.4884,-0.1429,28,25,7,1,2,0
550.1199801,"C24H25O14N1","CHON","Lignin",1.04,0.58,0.3125,0.25,24,25,14,1,0,0
550.1204449,"C24H25O14N1","CHON","Lignin",1.04,0.58,0.3125,0.25,24,25,14,1,0,0
550.1565192,"C25H29O13N1","CHON","Lignin",1.16,0.52,0.2571,0,25,29,13,1,0,0
550.1569106,"C28H30O5N3S1P1","CHONSP","Lignin",1.07,0.18,0.4146,-0.3214,28,30,5,3,1,1
550.2086659,"C33H34O1N3S1P1","CHONSP","UnsatHC",1.03,0.03,0.4909,-0.6364,33,34,1,3,1,1
550.2422233,"C24H42O11N1P1","CHONP","Protein",1.75,0.46,-0.1515,-0.7083,24,42,11,1,0,1
550.2797229,"C26H50O5N1S2P1","CHONSP","Lipid",1.92,0.19,-0.1795,-1.2692,26,50,5,1,2,1
550.2871968,"C25H45O12N1","CHON","Protein",1.8,0.48,-0.1667,-0.72,25,45,12,1,0,0
550.4241094,"C29H62O6N1P1","CHONP","Lipid",2.14,0.21,-0.2083,-1.6207,29,62,6,1,0,1
550.9587367,"C20H8O19","CHO","Other",0.4,0.95,0.7143,1.5,20,8,19,0,0,0
550.9667701,"C25H13O9S2P1","CHOSP","ConHC",0.52,0.36,0.7143,0.36,25,13,9,0,2,1
550.9813789,"C18H8O17N4","CHON","ConHC",0.44,0.94,0.8182,2.1111,18,8,17,4,0,0
550.9979559,"C20H13O15N2P1","CHONP","ConHC",0.65,0.75,0.5789,1.15,20,13,15,2,0,1
550.9988924,"C21H17O10N2S2P1","CHONSP","Lignin",0.81,0.48,0.4545,0.619,21,17,10,2,2,1
551.0076648,"C29H12O10S1","CHOS","ConHC",0.41,0.34,0.7826,0.3448,29,12,10,0,1,0
551.0079523,"C18H17O18P1","CHOP","Tannin",0.94,1,0.125,1.0556,18,17,18,0,0,1
551.0082357,"C18H17O18P1","CHOP","Tannin",0.94,1,0.125,1.0556,18,17,18,0,0,1
551.0170095,"C19H20O15S2","CHOS","Tannin",1.05,0.79,0.0526,0.7368,19,20,15,0,2,0
551.0232228,"C22H17O15P1","CHOP","ConHC",0.77,0.68,0.4815,0.5909,22,17,15,0,0,1
551.0245166,"C23H13O11N4P1","CHONP","ConHC",0.57,0.48,0.76,0.913,23,13,11,4,0,1
551.0276751,"C17H16O19N2","CHON","Other",0.94,1.12,-0.0909,1.6471,17,16,19,2,0,0
551.0314278,"C22H16O17","CHO","ConHC",0.73,0.77,0.4815,0.8182,22,16,17,0,0,0
551.0467077,"C26H16O14","CHO","ConHC",0.62,0.54,0.6316,0.4615,26,16,14,0,0,0
551.0472433,"C27H20O9S2","CHOS","ConHC",0.74,0.33,0.561,0.0741,27,20,9,0,2,0
551.0475754,"C27H20O9S2","CHOS","ConHC",0.74,0.33,0.561,0.0741,27,20,9,0,2,0
551.0581306,"C25H16O13N2","CHON","ConHC",0.64,0.52,0.6364,0.64,25,16,13,2,0,0
551.0603239,"C24H25O9S2P1","CHOSP","Lignin",1.04,0.38,0.3333,-0.125,24,25,9,0,2,1
551.0611599,"C22H20O13N2S1","CHONS","Lignin",0.91,0.59,0.36,0.6364,22,20,13,2,1,0
551.0647331,"C29H17O8N2P1","CHONP","ConHC",0.59,0.28,0.7273,0.1724,29,17,8,2,0,1
551.0650681,"C29H17O8N2P1","CHONP","ConHC",0.59,0.28,0.7273,0.1724,29,17,8,2,0,1
551.0677783,"C23H20O16","CHO","Tannin",0.87,0.7,0.4,0.5217,23,20,16,0,0,0
551.0767393,"C34H16O8","CHO","ConHC",0.47,0.24,0.7667,0,34,16,8,0,0,0
551.0773318,"C34H16O8","CHO","ConHC",0.47,0.24,0.7667,0,34,16,8,0,0,0
551.0830875,"C27H20O13","CHO","ConHC",0.74,0.48,0.561,0.2222,27,20,13,0,0,0
551.0957069,"C35H20O5S1","CHOS","ConHC",0.57,0.14,0.7143,-0.2286,35,20,5,0,1,0
551.0962247,"C24H25O13P1","CHOP","Lignin",1.04,0.54,0.3333,0.0417,24,25,13,0,0,1
551.0967977,"C25H29O8S2P1","CHOSP","Lignin",1.16,0.32,0.2778,-0.36,25,29,8,0,2,1
551.0975469,"C23H24O12N2S1","CHONS","Lignin",1.04,0.52,0.2857,0.3478,23,24,12,2,1,0
551.1009483,"C30H21O7N2P1","CHONP","ConHC",0.7,0.23,0.6596,-0.0333,30,21,7,2,0,1
551.1012967,"C30H21O7N2P1","CHONP","ConHC",0.7,0.23,0.6596,-0.0333,30,21,7,2,0,1
551.1041553,"C24H24O15","CHO","Lignin",1,0.62,0.3333,0.25,24,24,15,0,0,0
551.1077488,"C21H28O15S1","CHOS","Tannin",1.33,0.71,-0.04,0.1905,21,28,15,0,1,0
551.1165341,"C32H24O7S1","CHOS","ConHC",0.75,0.22,0.6,-0.25,32,24,7,0,1,0
551.1177368,"C22H33O10S2P1","CHOSP","Protein",1.5,0.45,-0.0714,-0.4091,22,33,10,0,2,1
551.1194751,"C28H24O12","CHO","Lignin",0.86,0.43,0.5,0,28,24,12,0,0,0
551.1332948,"C26H33O7S2P1","CHOSP","Lignin",1.27,0.27,0.2308,-0.5769,26,33,7,0,2,1
551.1356207,"C22H33O12S1P1","CHOSP","Protein",1.5,0.55,-0.0714,-0.3182,22,33,12,0,1,1
551.1360665,"C22H33O12S1P1","CHOSP","Protein",1.5,0.55,-0.0714,-0.3182,22,33,12,0,1,1
551.137419,"C31H25O6N2P1","CHONP","Lignin",0.81,0.19,0.6,-0.2258,31,25,6,2,0,1
551.1405417,"C25H28O14","CHO","Lignin",1.12,0.56,0.2778,0,25,28,14,0,0,0
551.145483,"C23H28O10N4S1","CHONS","Lignin",1.22,0.43,0.1538,0.2609,23,28,10,4,1,0
551.1465061,"C18H32O19","CHO","Other",1.78,1.06,-0.7647,0.3333,18,32,19,0,0,0
551.1558001,"C29H28O11","CHO","Lignin",0.97,0.38,0.4468,-0.2069,29,28,11,0,0,0
551.1562024,"C32H29O3N2S1P1","CHONSP","UnsatHC",0.91,0.09,0.5472,-0.4688,32,29,3,2,1,1
551.1565847,"C30H32O6S2","CHOS","Lignin",1.07,0.2,0.4,-0.5333,30,32,6,0,2,0
551.1653634,"C40H24O3","CHO","ConHC",0.6,0.08,0.7143,-0.45,40,24,3,0,0,0
551.1689846,"C26H33O11P1","CHOP","Lignin",1.27,0.42,0.2308,-0.4231,26,33,11,0,0,1
551.1696978,"C27H37O6S2P1","CHOSP","Lignin",1.37,0.22,0.1905,-0.7778,27,37,6,0,2,1
551.1703368,"C25H32O10N2S1","CHONS","Lignin",1.28,0.4,0.1765,-0.16,25,32,10,2,1,0
551.1741074,"C30H32O8S1","CHOS","Lignin",1.07,0.27,0.4,-0.4667,30,32,8,0,1,0
551.1748307,"C19H37O16P1","CHOP","Carb",1.95,0.84,-0.7,-0.2632,19,37,16,0,0,1
551.1769714,"C26H32O13","CHO","Lignin",1.23,0.5,0.2308,-0.2308,26,32,13,0,0,0
551.1848009,"C31H37O3S2P1","CHOSP","UnsatHC",1.19,0.1,0.3585,-0.871,31,37,3,0,2,1
551.1856711,"C29H32O7N2S1","CHONS","Lignin",1.1,0.24,0.3778,-0.3448,29,32,7,2,1,0
551.1922588,"C30H32O10","CHO","Lignin",1.07,0.33,0.4,-0.4,30,32,10,0,0,0
551.1926501,"C33H33O2N2S1P1","CHONSP","UnsatHC",1,0.06,0.5,-0.6364,33,33,2,2,1,1
551.2053705,"C27H37O10P1","CHOP","Lignin",1.37,0.37,0.1905,-0.6296,27,37,10,0,0,1
551.2065084,"C26H36O9N2S1","CHONS","Lignin",1.38,0.35,0.1351,-0.3846,26,36,9,2,1,0
551.2133581,"C27H36O12","CHO","Lignin",1.33,0.44,0.1905,-0.4444,27,36,12,0,0,0
551.2254944,"C37H33O1N2P1","CHONP","UnsatHC",0.89,0.03,0.5821,-0.6757,37,33,1,2,0,1
551.2261371,"C35H36O4S1","CHOS","UnsatHC",1.03,0.11,0.4688,-0.7429,35,36,4,0,1,0
551.2271312,"C25H45O7S2P1","CHOSP","Lipid",1.8,0.28,-0.1351,-1.08,25,45,7,0,2,1
551.2283836,"C31H36O9","CHO","Lignin",1.16,0.29,0.3585,-0.5806,31,36,9,0,0,0
551.2292083,"C34H37O1N2S1P1","CHONSP","UnsatHC",1.09,0.03,0.4576,-0.7941,34,37,1,2,1,1
551.2295394,"C32H40O4S2","CHOS","Lignin",1.25,0.12,0.3214,-0.875,32,40,4,0,2,0
551.2355594,"C25H44O9S2","CHOS","Protein",1.76,0.36,-0.1351,-0.88,25,44,9,0,2,0
551.2417474,"C28H41O9P1","CHOP","Lignin",1.46,0.32,0.1556,-0.8214,28,41,9,0,0,1
551.2421653,"C29H45O4S2P1","CHOSP","Lipid",1.55,0.14,0.125,-1.1379,29,45,4,0,2,1
551.244739,"C25H45O9S1P1","CHOSP","Protein",1.8,0.36,-0.1351,-1,25,45,9,0,1,1
551.2451793,"C25H45O9S1P1","CHOSP","Protein",1.8,0.36,-0.1351,-1,25,45,9,0,1,1
551.2497946,"C28H40O11","CHO","Lignin",1.43,0.39,0.1556,-0.6429,28,40,11,0,0,0
551.2506813,"C39H37O1P1","CHOP","UnsatHC",0.95,0.03,0.5467,-0.8974,39,37,1,0,0,1
551.2562703,"C24H45O8N2S1P1","CHONSP","Protein",1.88,0.33,-0.25,-0.875,24,45,8,2,1,1
551.2624855,"C36H40O3S1","CHOS","UnsatHC",1.11,0.08,0.4328,-0.8889,36,40,3,0,1,0
551.2628963,"C25H45O11P1","CHOP","Protein",1.8,0.44,-0.1351,-0.92,25,45,11,0,0,1
551.2637093,"C26H49O6S2P1","CHOSP","Lipid",1.88,0.23,-0.15,-1.2692,26,49,6,0,2,1
551.264799,"C32H40O8","CHO","Lignin",1.25,0.25,0.3214,-0.75,32,40,8,0,0,0
551.2739693,"C24H45O10N2P1","CHONP","Protein",1.88,0.42,-0.25,-0.7917,24,45,10,2,0,1
551.2757353,"C23H44O9N4S1","CHONS","Protein",1.91,0.39,-0.4074,-0.5217,23,44,9,4,1,0
551.2780983,"C29H45O8P1","CHOP","Lipid",1.55,0.28,0.125,-1,29,45,8,0,0,1
551.2790259,"C30H49O3S2P1","CHOSP","Lipid",1.63,0.1,0.098,-1.3,30,49,3,0,2,1
551.2823223,"C24H44O12N2","CHON","Protein",1.83,0.5,-0.25,-0.5833,24,44,12,2,0,0
551.2833665,"C35H41O2N2P1","CHONP","UnsatHC",1.17,0.06,0.4194,-0.8857,35,41,2,2,0,1
551.2839179,"C33H44O5S1","CHOS","Lignin",1.33,0.15,0.2881,-0.9697,33,44,5,0,1,0
551.2848639,"C34H40O1N4S1","CHONS","UnsatHC",1.18,0.03,0.4035,-0.7059,34,40,1,4,1,0
551.2861784,"C29H44O10","CHO","Protein",1.52,0.34,0.125,-0.8276,29,44,10,0,0,0
551.2864719,"C29H44O10","CHO","Protein",1.52,0.34,0.125,-0.8276,29,44,10,0,0,0
551.2963624,"C30H49O5S1P1","CHOSP","Lipid",1.63,0.17,0.098,-1.2333,30,49,5,0,1,1
551.2991866,"C26H49O10P1","CHOP","Protein",1.88,0.38,-0.15,-1.1154,26,49,10,0,0,1
551.3046273,"C30H48O7S1","CHOS","Lipid",1.6,0.23,0.098,-1.0667,30,48,7,0,1,0
551.313603,"C33H48O1N2S2","CHONS","UnsatHC",1.45,0.03,0.2281,-1.0909,33,48,1,2,2,0
551.3143795,"C30H49O7P1","CHOP","Lipid",1.63,0.23,0.098,-1.1667,30,49,7,0,0,1
551.3224987,"C30H48O9","CHO","Protein",1.6,0.3,0.098,-1,30,48,9,0,0,0
551.3229209,"C33H49O1N2S1P1","CHONSP","UnsatHC",1.48,0.03,0.2281,-1.1818,33,49,1,2,1,1
551.3590084,"C31H52O8","CHO","Lipid",1.68,0.26,0.0741,-1.1613,31,52,8,0,0,0
551.3597166,"C32H56O3S2","CHOS","Lipid",1.75,0.09,0.0526,-1.4375,32,56,3,0,2,0
551.3735018,"C27H56O7N2S1","CHONS","Lipid",2.07,0.26,-0.2683,-1.2593,27,56,7,2,1,0
551.3739565,"C35H52O5","CHO","Lignin",1.49,0.14,0.2308,-1.2,35,52,5,0,0,0
551.3832729,"C27H57O7N2P1","CHONP","Lipid",2.11,0.26,-0.2683,-1.3704,27,57,7,2,0,1
551.4138787,"C33H60O4S1","CHOS","Lipid",1.82,0.12,0.0333,-1.5152,33,60,4,0,1,0
551.4232243,"C33H61O4P1","CHOP","Lipid",1.85,0.12,0.0333,-1.6061,33,61,4,0,0,1
551.4235549,"C33H61O4P1","CHOP","Lipid",1.85,0.12,0.0333,-1.6061,33,61,4,0,0,1
551.4429619,"C32H60O5N2","CHON","Lipid",1.88,0.16,-0.0182,-1.375,32,60,5,2,0,0
551.5407718,"C36H72O3","CHO","Lipid",2,0.08,-0.0145,-1.8333,36,72,3,0,0,0
551.9279344,"C19H8O15N1S1P1","CHONSP","ConHC",0.42,0.79,0.7647,1.4211,19,8,15,1,1,1
551.9537139,"C19H7O19N1","CHON","Other",0.37,1,0.7647,1.7895,19,7,19,1,0,0
551.9540617,"C19H7O19N1","CHON","Other",0.37,1,0.7647,1.7895,19,7,19,1,0,0
551.9819578,"C20H12O16N1P1","CHONP","ConHC",0.6,0.8,0.6,1.15,20,12,16,1,0,1
551.9831858,"C21H16O11N1S2P1","CHONSP","ConHC",0.76,0.52,0.4783,0.619,21,16,11,1,2,1
551.9872538,"C16H15O15N3S2","CHONS","Tannin",0.94,0.94,-0.4286,1.75,16,15,15,3,2,0
552.0118906,"C20H16O12N3S1P1","CHONSP","Lignin",0.8,0.6,0.4444,0.95,20,16,12,3,1,1
552.0147007,"C16H16O17N3P1","CHONP","Tannin",1,1.06,-0.4286,1.6875,16,16,17,3,0,1
552.0193521,"C22H20O10N1S2P1","CHONSP","Lignin",0.91,0.45,0.3846,0.3182,22,20,10,1,2,1
552.0394926,"C18H20O17N1P1","CHONP","Tannin",1.11,0.94,-0.0667,0.9444,18,20,17,1,0,1
552.0476302,"C18H19O19N1","CHON","Tannin",1.06,1.06,-0.0667,1.2222,18,19,19,1,0,0
552.0479705,"C18H19O19N1","CHON","Tannin",1.06,1.06,-0.0667,1.2222,18,19,19,1,0,0
552.0556018,"C23H24O9N1S2P1","CHONSP","Lignin",1.04,0.39,0.3103,0.0435,23,24,9,1,2,1
552.0627576,"C35H11O5N3","CHON","ConHC",0.31,0.14,0.8983,0.2286,35,11,5,3,0,0
552.0631199,"C22H19O16N1","CHON","Tannin",0.86,0.73,0.3846,0.7273,22,19,16,1,0,0
552.0744651,"C21H19O15N3","CHON","Tannin",0.9,0.71,0.3333,0.9524,21,19,15,3,0,0
552.0875105,"C16H27O18N1S1","CHONS","Other",1.69,1.12,-1.4,0.875,16,27,18,1,1,0
552.0895792,"C25H19O12N3","CHON","ConHC",0.76,0.48,0.5625,0.56,25,19,12,3,0,0
552.0973359,"C16H28O18N1P1","CHONP","Other",1.75,1.12,-1.4,0.6875,16,28,18,1,0,1
552.1154437,"C30H24O4N3S1P1","CHONSP","Lignin",0.8,0.13,0.6087,-0.1667,30,24,4,3,1,1
552.1206866,"C20H27O17N1","CHON","Tannin",1.35,0.85,-0.1429,0.5,20,27,17,1,0,0
552.1316255,"C19H27O16N3","CHON","Tannin",1.42,0.84,-0.375,0.7368,19,27,16,3,0,0
552.1357437,"C24H27O14N1","CHON","Lignin",1.12,0.58,0.25,0.1667,24,27,14,1,0,0
552.1362562,"C24H27O14N1","CHON","Lignin",1.12,0.58,0.25,0.1667,24,27,14,1,0,0
552.1569478,"C21H31O16N1","CHON","Tannin",1.48,0.76,-0.1667,0.1905,21,31,16,1,0,0
552.1572388,"C21H31O16N1","CHON","Tannin",1.48,0.76,-0.1667,0.1905,21,31,16,1,0,0
552.1647076,"C26H36O6N1S2P1","CHONSP","Lignin",1.38,0.23,0.1579,-0.6538,26,36,6,1,2,1
552.1658935,"C24H31O10N3S1","CHONS","Lignin",1.29,0.42,0.1333,0,24,31,10,3,1,0
552.1680595,"C20H31O15N3","CHON","Carb",1.55,0.75,-0.3684,0.4,20,31,15,3,0,0
552.1870836,"C29H31O10N1","CHON","Lignin",1.07,0.34,0.3913,-0.2759,29,31,10,1,0,0
552.1876976,"C29H31O10N1","CHON","Lignin",1.07,0.34,0.3913,-0.2759,29,31,10,1,0,0
552.2060578,"C19H40O15N1P1","CHONP","Carb",2.11,0.79,-0.8947,-0.3684,19,40,15,1,0,1
552.2090782,"C26H35O12N1","CHON","Lignin",1.35,0.46,0.1579,-0.3077,26,35,12,1,0,0
552.2159945,"C30H36O7N1P1","CHONP","Lignin",1.2,0.23,0.3469,-0.6333,30,36,7,1,0,1
552.2245454,"C33H36O1N3S1P1","CHONSP","UnsatHC",1.09,0.03,0.4545,-0.697,33,36,1,3,1,1
552.225929,"C18H39O16N3","CHON","Carb",2.17,0.89,-1.4286,0.1111,18,39,16,3,0,0
552.2353045,"C29H35O8N3","CHON","Lignin",1.21,0.28,0.3182,-0.3448,29,35,8,3,0,0
552.2366276,"C38H35O1N1S1","CHONS","UnsatHC",0.92,0.03,0.5493,-0.7368,38,35,1,1,1,0
552.2576706,"C24H44O11N1P1","CHONP","Protein",1.83,0.46,-0.2121,-0.7917,24,44,11,1,0,1
552.2666296,"C27H44O5N3S1P1","CHONSP","Lipid",1.63,0.19,0.0256,-0.8519,27,44,5,3,1,1
552.2674698,"C35H40O3N1P1","CHONP","UnsatHC",1.14,0.09,0.4286,-0.8857,35,40,3,1,0,1
552.2748389,"C27H43O7N3S1","CHONS","Lipid",1.59,0.26,0.0256,-0.6667,27,43,7,3,1,0
552.2763756,"C25H48O8N1S1P1","CHONSP","Protein",1.92,0.32,-0.2222,-1.08,25,48,8,1,1,1
552.2766774,"C25H48O8N1S1P1","CHONSP","Protein",1.92,0.32,-0.2222,-1.08,25,48,8,1,1,1
552.2951216,"C26H52O5N1S2P1","CHONSP","Lipid",2,0.19,-0.2308,-1.3462,26,52,5,1,2,1
552.3054807,"C24H48O9N3P1","CHONP","Protein",2,0.38,-0.3548,-0.875,24,48,9,3,0,1
552.3148492,"C25H51O6N3S2","CHONS","Lipid",2.04,0.24,-0.3529,-1.04,25,51,6,3,2,0
552.3249914,"C33H48O4N1P1","CHONP","UnsatHC",1.45,0.12,0.2414,-1.1212,33,48,4,1,0,1
552.3419584,"C25H52O8N3P1","CHONP","Protein",2.08,0.32,-0.3529,-1.08,25,52,8,3,0,1
552.3445544,"C32H47O5N3","CHON","Lignin",1.47,0.16,0.2075,-0.875,32,47,5,3,0,0
552.3541944,"C30H51O8N1","CHON","Lipid",1.7,0.27,0.04,-1.0667,30,51,8,1,0,0
552.3651818,"C29H51O7N3","CHON","Lipid",1.76,0.24,-0.0222,-0.9655,29,51,7,3,0,0
552.3655304,"C29H51O7N3","CHON","Lipid",1.76,0.24,-0.0222,-0.9655,29,51,7,3,0,0
552.3765632,"C28H51O6N5","CHON","Lipid",1.82,0.21,-0.1,-0.8571,28,51,6,5,0,0
552.3807715,"C33H51O4N3","CHON","Lipid",1.55,0.12,0.1786,-1.0303,33,51,4,3,0,0
552.9720136,"C24H10O14S1","CHOS","ConHC",0.42,0.58,0.75,0.8333,24,10,14,0,1,0
552.9791252,"C18H10O15N4S1","CHONS","ConHC",0.56,0.83,0.6364,1.8889,18,10,15,4,1,0
552.9924107,"C23H11O13N2P1","CHONP","ConHC",0.48,0.57,0.7778,0.913,23,11,13,2,0,1
552.9931544,"C21H14O16S1","CHOS","ConHC",0.67,0.76,0.5,0.9524,21,14,16,0,1,0
552.9968185,"C28H11O11P1","CHOP","ConHC",0.39,0.39,0.814,0.3929,28,11,11,0,0,1
552.9974106,"C29H15O6S2P1","CHOSP","ConHC",0.52,0.21,0.7391,0.0345,29,15,6,0,2,1
553.0107849,"C21H14O18","CHO","ConHC",0.67,0.86,0.5,1.0476,21,14,18,0,0,0
553.0155953,"C19H14O14N4S1","CHONS","ConHC",0.74,0.74,0.4286,1.4737,19,14,14,4,1,0
553.0210783,"C22H19O13S1P1","CHOSP","Lignin",0.86,0.59,0.4074,0.4091,22,19,13,0,1,1
553.0218067,"C20H14O17N2","CHON","ConHC",0.7,0.85,0.4737,1.3,20,14,17,2,0,0
553.0220995,"C20H14O17N2","CHON","ConHC",0.7,0.85,0.4737,1.3,20,14,17,2,0,0
553.0260971,"C25H14O15","CHO","ConHC",0.56,0.6,0.6571,0.64,25,14,15,0,0,0
553.0264497,"C28H15O7N2S1P1","CHONSP","ConHC",0.54,0.25,0.7561,0.25,28,15,7,2,1,1
553.0321435,"C18H18O20","CHO","Other",1,1.11,0,1.2222,18,18,20,0,0,0
553.0337235,"C30H19O5S2P1","CHOSP","ConHC",0.63,0.17,0.6735,-0.1667,30,19,5,0,2,1
553.0388787,"C22H19O15P1","CHOP","Tannin",0.86,0.68,0.4074,0.5,22,19,15,0,0,1
553.0408654,"C21H18O14N2S1","CHONS","Tannin",0.86,0.67,0.3636,0.8571,21,18,14,2,1,0
553.0420609,"C19H23O15S1P1","CHOSP","Tannin",1.21,0.79,-0.0526,0.4737,19,23,15,0,1,1
553.0471233,"C22H18O17","CHO","Tannin",0.82,0.77,0.4074,0.7273,22,18,17,0,0,0
553.0505811,"C19H22O17S1","CHOS","Tannin",1.16,0.89,-0.0526,0.7368,19,22,17,0,1,0
553.0592383,"C32H15O6N2P1","CHONP","ConHC",0.47,0.19,0.8077,0.0938,32,15,6,2,0,1
553.0624393,"C26H18O14","CHO","ConHC",0.69,0.54,0.5789,0.3846,26,18,14,0,0,0
553.0627407,"C26H18O14","CHO","ConHC",0.69,0.54,0.5789,0.3846,26,18,14,0,0,0
553.0716216,"C16H26O19S1","CHOS","Other",1.62,1.19,-1.1818,0.875,16,26,19,0,1,0
